competitor,platform,service,qty,price,currency,price_eur,unit_price_eur_per_1k,product_name,url
insfamous.co,instagram,followers,,3.49,USD,3,,"Instagram - Post / Reels - Comments No. of Followers: 5","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,10,6.5,USD,5.58,558,"Instagram - Post / Reels - Comments No. of Followers: 10","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,25,15,USD,12.88,515.2,"Instagram - Post / Reels - Comments No. of Followers: 25","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,50,3.99,USD,3.43,68.6,"Instagram - Post / Reels – VIP Likes No. of Followers: 50","https://insfamous.co/product/post-reels-vip-likes/"
insfamous.co,instagram,followers,50,3.99,USD,3.43,68.6,"Instagram - Profile - VIP Followers No. of Followers: 50","https://insfamous.co/product/profile-premium-followers/"
insfamous.co,instagram,followers,50,1.13,USD,0.97,19.4,"Instagram - Post / Reels - Likes No. of Followers: 50","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,50,27.5,USD,23.62,472.4,"Instagram - Post / Reels - Comments No. of Followers: 50","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,50,2.38,USD,2.04,40.8,"Instagram - Profile - Followers No. of Followers: 50","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,100,6.99,USD,6,60,"Instagram - Post / Reels – VIP Likes No. of Followers: 100","https://insfamous.co/product/post-reels-vip-likes/"
insfamous.co,instagram,followers,100,6.99,USD,6,60,"Instagram - Profile - VIP Followers No. of Followers: 100","https://insfamous.co/product/profile-premium-followers/"
insfamous.co,instagram,followers,100,2.13,USD,1.83,18.3,"Instagram - Post / Reels - Likes No. of Followers: 100","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,100,0.63,USD,0.54,5.4,"Instagram - Post / Reels - Views No. of Followers: 100","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,100,2.49,USD,2.14,21.4,"Instagram - Post / Reels - Shares No. of Followers: 100","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,100,52,USD,44.66,446.6,"Instagram - Post / Reels - Comments No. of Followers: 100","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,100,0.57,USD,0.49,4.9,"Instagram - Post / Reels - Saves No. of Followers: 100","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,100,3.44,USD,2.95,29.5,"Instagram - Profile - Followers No. of Followers: 100","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,250,16.99,USD,14.59,58.36,"Instagram - Post / Reels – VIP Likes No. of Followers: 250","https://insfamous.co/product/post-reels-vip-likes/"
insfamous.co,instagram,followers,250,16.99,USD,14.59,58.36,"Instagram - Profile - VIP Followers No. of Followers: 250","https://insfamous.co/product/profile-premium-followers/"
insfamous.co,instagram,followers,250,4.25,USD,3.65,14.6,"Instagram - Post / Reels - Likes No. of Followers: 250","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,250,1.25,USD,1.07,4.28,"Instagram - Post / Reels - Views No. of Followers: 250","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,250,2.74,USD,2.35,9.4,"Instagram - Post / Reels - Shares No. of Followers: 250","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,250,120,USD,103.06,412.24,"Instagram - Post / Reels - Comments No. of Followers: 250","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,250,5.32,USD,4.57,18.28,"Instagram - Profile - Followers No. of Followers: 250","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,500,33.49,USD,28.76,57.52,"Instagram - Post / Reels – VIP Likes No. of Followers: 500","https://insfamous.co/product/post-reels-vip-likes/"
insfamous.co,instagram,followers,500,32.99,USD,28.33,56.66,"Instagram - Profile - VIP Followers No. of Followers: 500","https://insfamous.co/product/profile-premium-followers/"
insfamous.co,instagram,followers,500,8.13,USD,6.98,13.96,"Instagram - Post / Reels - Likes No. of Followers: 500","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,500,1.88,USD,1.61,3.22,"Instagram - Post / Reels - Views No. of Followers: 500","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,500,2.99,USD,2.57,5.14,"Instagram - Post / Reels - Shares No. of Followers: 500","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,500,220,USD,188.94,377.88,"Instagram - Post / Reels - Comments No. of Followers: 500","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,500,1.57,USD,1.35,2.7,"Instagram - Post / Reels - Saves No. of Followers: 500","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,500,8.44,USD,7.25,14.5,"Instagram - Profile - Followers No. of Followers: 500","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,1000,69.99,USD,60.11,60.11,"Instagram - Post / Reels – VIP Likes No. of Followers: 1000","https://insfamous.co/product/post-reels-vip-likes/"
insfamous.co,instagram,followers,1000,59.99,USD,51.52,51.52,"Instagram - Profile - VIP Followers No. of Followers: 1000","https://insfamous.co/product/profile-premium-followers/"
insfamous.co,instagram,followers,1000,15,USD,12.88,12.88,"Instagram - Post / Reels - Likes No. of Followers: 1000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,1000,3.38,USD,2.9,2.9,"Instagram - Post / Reels - Views No. of Followers: 1000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,1000,3.24,USD,2.78,2.78,"Instagram - Post / Reels - Shares No. of Followers: 1000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,1000,400,USD,343.52,343.52,"Instagram - Post / Reels - Comments No. of Followers: 1000","https://insfamous.co/product/post-reels-comments/"
insfamous.co,instagram,followers,1000,2.38,USD,2.04,2.04,"Instagram - Post / Reels - Saves No. of Followers: 1000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,1000,2.48,USD,2.13,2.13,"Instagram - Profile - Visits No. of Followers: 1000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,1000,14.88,USD,12.78,12.78,"Instagram - Profile - Followers No. of Followers: 1000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,2500,28.74,USD,24.68,9.872,"Instagram - Post / Reels - Likes No. of Followers: 2500","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,2500,7.5,USD,6.44,2.576,"Instagram - Post / Reels - Views No. of Followers: 2500","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,2500,6.49,USD,5.57,2.228,"Instagram - Post / Reels - Shares No. of Followers: 2500","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,2500,5,USD,4.29,1.716,"Instagram - Post / Reels - Saves No. of Followers: 2500","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,2500,5.73,USD,4.92,1.968,"Instagram - Profile - Visits No. of Followers: 2500","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,2500,30.94,USD,26.57,10.628,"Instagram - Profile - Followers No. of Followers: 2500","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,5000,43.12,USD,37.03,7.406,"Instagram - Post / Reels - Likes No. of Followers: 5000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,5000,11.88,USD,10.2,2.04,"Instagram - Post / Reels - Views No. of Followers: 5000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,5000,13.12,USD,11.27,2.254,"Instagram - Post / Reels - Shares No. of Followers: 5000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,5000,8.75,USD,7.51,1.502,"Instagram - Post / Reels - Saves No. of Followers: 5000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,5000,12.35,USD,10.61,2.122,"Instagram - Profile - Visits No. of Followers: 5000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,5000,49.38,USD,42.41,8.482,"Instagram - Profile - Followers No. of Followers: 5000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,10000,66.12,USD,56.78,5.678,"Instagram - Post / Reels - Likes No. of Followers: 10000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,10000,21.25,USD,18.25,1.825,"Instagram - Post / Reels - Views No. of Followers: 10000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,10000,26.24,USD,22.54,2.254,"Instagram - Post / Reels - Shares No. of Followers: 10000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,10000,15,USD,12.88,1.288,"Instagram - Post / Reels - Saves No. of Followers: 10000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,10000,22.35,USD,19.19,1.919,"Instagram - Profile - Visits No. of Followers: 10000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,10000,69.99,USD,60.11,6.011,"Instagram - Profile - Followers No. of Followers: 10000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,25000,123.62,USD,106.17,4.2468,"Instagram - Post / Reels - Likes No. of Followers: 25000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,25000,49.99,USD,42.93,1.7172,"Instagram - Post / Reels - Views No. of Followers: 25000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,25000,63.74,USD,54.74,2.1896,"Instagram - Post / Reels - Shares No. of Followers: 25000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,25000,31.25,USD,26.84,1.0736,"Instagram - Post / Reels - Saves No. of Followers: 25000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,25000,57.35,USD,49.25,1.97,"Instagram - Profile - Visits No. of Followers: 25000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,25000,181.25,USD,155.66,6.2264,"Instagram - Profile - Followers No. of Followers: 25000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,50000,254.99,USD,218.99,4.3798,"Instagram - Post / Reels - Likes No. of Followers: 50000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,50000,86.24,USD,74.06,1.4812,"Instagram - Post / Reels - Views No. of Followers: 50000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,50000,131.24,USD,112.71,2.2542,"Instagram - Post / Reels - Shares No. of Followers: 50000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,50000,56.25,USD,48.31,0.9662,"Instagram - Post / Reels - Saves No. of Followers: 50000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,50000,111.1,USD,95.41,1.9082,"Instagram - Profile - Visits No. of Followers: 50000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,50000,356.25,USD,305.95,6.119,"Instagram - Profile - Followers No. of Followers: 50000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,100000,449.99,USD,386.46,3.8646,"Instagram - Post / Reels - Likes No. of Followers: 100000","https://insfamous.co/product/post-reels-likes/"
insfamous.co,instagram,followers,100000,114.99,USD,98.75,0.9875,"Instagram - Post / Reels - Views No. of Followers: 100000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,100000,263.74,USD,226.5,2.265,"Instagram - Post / Reels - Shares No. of Followers: 100000","https://insfamous.co/product/post-reels-shares/"
insfamous.co,instagram,followers,100000,99.62,USD,85.55,0.8555,"Instagram - Post / Reels - Saves No. of Followers: 100000","https://insfamous.co/product/post-reels-saves/"
insfamous.co,instagram,followers,100000,219.85,USD,188.81,1.8881,"Instagram - Profile - Visits No. of Followers: 100000","https://insfamous.co/product/profile-likes/"
insfamous.co,instagram,followers,100000,700,USD,601.17,6.0117,"Instagram - Profile - Followers No. of Followers: 100000","https://insfamous.co/product/profile-followers/"
insfamous.co,instagram,followers,250000,249.88,USD,214.6,0.8584,"Instagram - Post / Reels - Views No. of Followers: 250000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,500000,1056.57,USD,907.39,1.81478,"Instagram - Post / Reels - Views No. of Followers: 500000","https://insfamous.co/product/post-reels-views/"
insfamous.co,instagram,followers,1000000,1983.75,USD,1703.67,1.70367,"Instagram - Post / Reels - Views No. of Followers: 1000000","https://insfamous.co/product/post-reels-views/"
insfamous.co,tiktok,followers,50,2.49,USD,2.14,42.8,"TikTok - Videos - Likes No. of Followers: 50","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,50,2.38,USD,2.04,40.8,"TikTok - Profile - Followers No. of Followers: 50","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,100,0.79,USD,0.68,6.8,"TikTok - Videos - Views No. of Followers: 100","https://insfamous.co/product/post-reels-views-tiktok/"
insfamous.co,tiktok,followers,100,0.59,USD,0.51,5.1,"TikTok - Videos - Saves No. of Followers: 100","https://insfamous.co/product/post-reels-saves-tiktok/"
insfamous.co,tiktok,followers,100,3.99,USD,3.43,34.3,"TikTok - Videos - Likes No. of Followers: 100","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,100,3.44,USD,2.95,29.5,"TikTok - Profile - Followers No. of Followers: 100","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,250,1.29,USD,1.11,4.44,"TikTok - Videos - Views No. of Followers: 250","https://insfamous.co/product/post-reels-views-tiktok/"
insfamous.co,tiktok,followers,250,6.99,USD,6,24,"TikTok - Videos - Likes No. of Followers: 250","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,250,5.32,USD,4.57,18.28,"TikTok - Profile - Followers No. of Followers: 250","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,500,1.99,USD,1.71,3.42,"TikTok - Videos - Views No. of Followers: 500","https://insfamous.co/product/post-reels-views-tiktok/"
insfamous.co,tiktok,followers,500,1.49,USD,1.28,2.56,"TikTok - Videos - Saves No. of Followers: 500","https://insfamous.co/product/post-reels-saves-tiktok/"
insfamous.co,tiktok,followers,500,11.99,USD,10.3,20.6,"TikTok - Videos - Likes No. of Followers: 500","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,500,8.44,USD,7.25,14.5,"TikTok - Profile - Followers No. of Followers: 500","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,1000,2.99,USD,2.57,2.57,"TikTok - Videos - Views No. of Followers: 1000","https://insfamous.co/product/post-reels-views-tiktok/"
insfamous.co,tiktok,followers,1000,2.49,USD,2.14,2.14,"TikTok - Videos - Saves No. of Followers: 1000","https://insfamous.co/product/post-reels-saves-tiktok/"
insfamous.co,tiktok,followers,1000,19.99,USD,17.17,17.17,"TikTok - Videos - Likes No. of Followers: 1000","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,1000,14.88,USD,12.78,12.78,"TikTok - Profile - Followers No. of Followers: 1000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,2500,5.99,USD,5.14,2.056,"TikTok - Videos - Views No. of Followers: 2500","https://insfamous.co/product/post-reels-views-tiktok/"
insfamous.co,tiktok,followers,2500,4.99,USD,4.29,1.716,"TikTok - Videos - Saves No. of Followers: 2500","https://insfamous.co/product/post-reels-saves-tiktok/"
insfamous.co,tiktok,followers,2500,39.99,USD,34.34,13.736,"TikTok - Videos - Likes No. of Followers: 2500","https://insfamous.co/product/post-reels-likes-tiktok/"
insfamous.co,tiktok,followers,2500,30.94,USD,26.57,10.628,"TikTok - Profile - Followers No. of Followers: 2500","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,5000,49.38,USD,42.41,8.482,"TikTok - Profile - Followers No. of Followers: 5000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,10000,69.99,USD,60.11,6.011,"TikTok - Profile - Followers No. of Followers: 10000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,25000,181.25,USD,155.66,6.2264,"TikTok - Profile - Followers No. of Followers: 25000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,50000,356.25,USD,305.95,6.119,"TikTok - Profile - Followers No. of Followers: 50000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,tiktok,followers,100000,700,USD,601.17,6.0117,"TikTok - Profile - Followers No. of Followers: 100000","https://insfamous.co/product/profile-followers-tiktok/"
insfamous.co,unknown,followers,,2.74,USD,2.35,,"Live Stream - Comments No. of Followers: 5","https://insfamous.co/product/live-stream-comments/"
insfamous.co,unknown,followers,,2.57,USD,2.21,,"Reels - Comments No. of Followers: 5","https://insfamous.co/product/reels-comments/"
insfamous.co,unknown,followers,,3.49,USD,3,,"Post - Comments No. of Followers: 5","https://insfamous.co/product/post-comments/"
insfamous.co,unknown,followers,10,3.49,USD,3,300,"Live Stream - Comments No. of Followers: 10","https://insfamous.co/product/live-stream-comments/"
insfamous.co,unknown,followers,10,3.72,USD,3.19,319,"Reels - Comments No. of Followers: 10","https://insfamous.co/product/reels-comments/"
insfamous.co,unknown,followers,10,6.5,USD,5.58,558,"Post - Comments No. of Followers: 10","https://insfamous.co/product/post-comments/"
insfamous.co,unknown,followers,25,7.24,USD,6.22,248.8,"Live Stream - Comments No. of Followers: 25","https://insfamous.co/product/live-stream-comments/"
insfamous.co,unknown,followers,25,0.69,USD,0.59,23.6,"Reels - Likes No. of Followers: 25","https://insfamous.co/product/reels-likes/"
insfamous.co,unknown,followers,25,15,USD,12.88,515.2,"Post - Comments No. of Followers: 25","https://insfamous.co/product/post-comments/"
insfamous.co,unknown,followers,30,11.22,USD,9.64,321.333333,"Reels - Comments No. of Followers: 30","https://insfamous.co/product/reels-comments/"
insfamous.co,unknown,followers,50,3.63,USD,3.12,62.4,"Channel - Members No. of Followers: 50","https://insfamous.co/product/channel-members/"
insfamous.co,unknown,followers,50,12.24,USD,10.51,210.2,"Live Stream - Comments No. of Followers: 50","https://insfamous.co/product/live-stream-comments/"
insfamous.co,unknown,followers,50,1.13,USD,0.97,19.4,"Live Stream - Likes No. of Followers: 50","https://insfamous.co/product/live-stream-likes/"
insfamous.co,unknown,followers,50,18.72,USD,16.08,321.6,"Reels - Comments No. of Followers: 50","https://insfamous.co/product/reels-comments/"
insfamous.co,unknown,followers,50,1.25,USD,1.07,21.4,"Reels - Likes No. of Followers: 50","https://insfamous.co/product/reels-likes/"
insfamous.co,unknown,followers,50,27.5,USD,23.62,472.4,"Post - Comments No. of Followers: 50","https://insfamous.co/product/post-comments/"
insfamous.co,unknown,followers,50,1.13,USD,0.97,19.4,"Post - Likes No. of Followers: 50","https://insfamous.co/product/post-likes/"
insfamous.co,unknown,followers,100,6.13,USD,5.26,52.6,"Channel - Members No. of Followers: 100","https://insfamous.co/product/channel-members/"
insfamous.co,unknown,followers,100,3.97,USD,3.41,34.1,"Live Streams - Views No. of Followers: 100","https://insfamous.co/product/live-streams-views/"
